SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
JSLHISAR,EQ,75.05,79.45,75.05,77.45,77,75.5,468528,36089265.2,31-JAN-2020,2739,INE455T01018,
JMCPROJECT,EQ,98.8,99.7,98.15,99.25,98.5,98.05,94633,9370280.6,29-JAN-2020,985,INE890A01024,
JKLAKSHMI,EQ,369.85,369.85,353.35,355.9,354,370.3,218931,78486754.6,30-JAN-2020,5750,INE786A01032,
JSWENERGY,EQ,64.8,64.8,62.8,63.05,62.95,64.45,342262,21752795.4,31-JAN-2020,2802,INE121E01018,
JMFINANCIL,EQ,106.7,106.7,102.65,103.4,102.7,105.6,400179,41634353.05,29-JAN-2020,8071,INE780C01023,
JKPAPER,EQ,133,133,129.3,129.9,129.95,132.95,728821,95288355.45,30-JAN-2020,7901,INE789E01012,
JSWHL,EQ,2429,2440,2412,2415.3,2415,2453.05,563,1362889.55,31-JAN-2020,196,INE824G01012,
JMTAUTOLTD,EQ,1.3,1.35,1.3,1.35,1.35,1.35,53893,70365.7,29-JAN-2020,40,INE988E01036,
JKTYRE,EQ,84,85.45,76.95,78.1,77.55,83.95,6552850,530550664.2,30-JAN-2020,42503,INE573A01042,
JSWSTEEL,EQ,258.15,259,249.1,250.7,250.5,256.95,6329214,1607895887.6,31-JAN-2020,48505,INE019A01038,
JOCIL,EQ,123.05,125.8,121.55,122.95,122.95,122.65,655,80187.3,29-JAN-2020,34,INE839G01010,
JMA,EQ,28.05,28.05,25.65,27.2,27.2,27.1,9282,254467.6,30-JAN-2020,26,INE412C01023,
JSWSTEEL,P2,1.2,1.25,1.2,1.25,1.25,1.2,96759,120892.85,31-JAN-2020,19,INE019A04024,
JPASSOCIAT,EQ,2,2.05,2,2,2.05,2.05,2221076,4476497.25,29-JAN-2020,766,INE455F01025,
JMCPROJECT,EQ,99.1,99.35,96.8,98.6,98.45,99.25,111805,10976171,30-JAN-2020,1729,INE890A01024,
JTEKTINDIA,EQ,87.9,87.9,83.1,84.55,83.5,85.4,51398,4352184.55,31-JAN-2020,572,INE643A01035,
JPINFRATEC,EQ,1.2,1.25,1.2,1.2,1.25,1.25,1468201,1769288.1,29-JAN-2020,526,INE099J01015,
JMFINANCIL,EQ,102.5,105,100.65,104.1,103,103.4,429614,44318992.95,30-JAN-2020,8435,INE780C01023,
JUBILANT,EQ,608,610.8,571.1,582.55,579.2,602.65,433124,255459171.7,31-JAN-2020,14012,INE700A01033,
JPOLYINVST,EQ,14,14.6,14,14.55,14.55,13.95,1903,26992.55,29-JAN-2020,5,INE147P01019,
JMTAUTOLTD,EQ,1.3,1.3,1.3,1.3,1.3,1.35,11842,15394.6,30-JAN-2020,22,INE988E01036,
JUBLFOOD,EQ,1824,1904,1820.2,1890.25,1894.7,1832.45,2223606,4161154351.25,31-JAN-2020,69746,INE797F01012,
JPPOWER,EQ,2.1,2.1,2.05,2.1,2.1,2,1100342,2310120.4,29-JAN-2020,276,INE351F01018,
JOCIL,EQ,121.05,124.95,117.1,122.05,124,122.95,1779,216401.5,30-JAN-2020,101,INE839G01010,
JUBLINDS,BE,146.15,146.15,146.15,146.15,146.15,153.8,3167,462857.05,31-JAN-2020,63,INE645L01011,
JSL,EQ,42.8,43.9,42.65,43.2,43.1,42.5,525314,22694364.1,29-JAN-2020,1983,INE220G01021,
JPASSOCIAT,EQ,2,2.05,1.95,2,2,2,4248744,8426835.8,30-JAN-2020,2694,INE455F01025,
JUMPNET,EQ,53.4,54.3,51.7,52.7,52.45,53.75,876869,46663357.15,31-JAN-2020,614,INE974C01022,
JSLHISAR,EQ,77.6,78.45,76.55,77,76.9,77.3,155343,12056002.6,29-JAN-2020,2125,INE455T01018,
JPINFRATEC,EQ,1.15,1.25,1.15,1.15,1.15,1.2,1376167,1594521.25,30-JAN-2020,707,INE099J01015,
JUNIORBEES,EQ,295.45,298.75,294,294.63,295,296.87,42863,12663520.65,31-JAN-2020,1640,INF732E01045,
JSWENERGY,EQ,67.15,67.9,65.7,66.1,66.1,66.95,731551,48954823.1,29-JAN-2020,2805,INE121E01018,
JPPOWER,EQ,2.2,2.2,2.1,2.2,2.2,2.1,7922601,17291639.4,30-JAN-2020,1668,INE351F01018,
JUSTDIAL,EQ,585,587.7,559.1,562.3,561.9,581.7,2414622,1385412535.8,31-JAN-2020,33705,INE599M01018,
JSWHL,EQ,2349.95,2499.9,2346.65,2466,2480,2380.8,1170,2872911.75,29-JAN-2020,365,INE824G01012,
JSL,EQ,43.1,43.3,40.8,41.1,40.95,43.2,1039374,43431696.85,30-JAN-2020,4765,INE220G01021,
JVLAGRO,BZ,0.45,0.5,0.45,0.45,0.45,0.45,87369,40443.5,31-JAN-2020,43,INE430G01026,
JSWSTEEL,EQ,259,264.6,258.3,261.25,261.25,255.25,7832991,2052737700.9,29-JAN-2020,50428,INE019A01038,
JSLHISAR,EQ,76.55,77,73.65,75.5,76,77,326014,24537319.15,30-JAN-2020,2261,INE455T01018,
JYOTHYLAB,EQ,151.75,155.5,151.3,154.6,154.85,151.2,95853,14739367.2,31-JAN-2020,2652,INE668F01031,
JSWSTEEL,P2,1.25,1.25,1.2,1.2,1.2,1.25,34408,42744.15,29-JAN-2020,35,INE019A04024,
JSWENERGY,EQ,66.2,66.35,64.2,64.45,64.6,66.1,296655,19285051.95,30-JAN-2020,2716,INE121E01018,
KABRAEXTRU,EQ,74.75,77.4,73.45,75.85,76,74.6,19659,1491205.25,31-JAN-2020,328,INE900B01029,
JTEKTINDIA,EQ,87.65,88.2,85.85,86.95,86.75,85.55,38434,3331478.85,29-JAN-2020,493,INE643A01035,
JSWHL,EQ,2443,2531.8,2433,2453.05,2453.95,2466,1006,2509188.2,30-JAN-2020,275,INE824G01012,
KAJARIACER,EQ,578,590,577.9,580.45,582,576.9,205721,120129332.05,31-JAN-2020,8407,INE217B01036,
JUBILANT,EQ,613,613,592.85,603.35,603,599.7,224191,135015176.05,29-JAN-2020,5616,INE700A01033,
JSWSTEEL,EQ,261.3,262.1,255.25,256.95,257.3,261.25,5511254,1425370158.7,30-JAN-2020,43330,INE019A01038,
KAKATCEM,EQ,215,215.6,200.05,200.05,200.05,222.25,128157,26190607.25,31-JAN-2020,3726,INE437B01014,
JUBLFOOD,EQ,1762,1776,1718.2,1748.9,1755.05,1754.3,2185163,3821864013.85,29-JAN-2020,84002,INE797F01012,
JSWSTEEL,P2,1.25,1.25,1.2,1.2,1.2,1.2,4529,5553.85,30-JAN-2020,17,INE019A04024,
KALPATPOWR,EQ,441.9,447,435,445.05,447,435.85,107057,47598321.4,31-JAN-2020,5089,INE220B01022,
JUBLINDS,BE,150,151.35,145,151.35,151.35,144.15,24515,3689208.5,29-JAN-2020,251,INE645L01011,
JTEKTINDIA,EQ,89.9,89.9,84,85.4,85.4,86.95,35554,3026266.4,30-JAN-2020,540,INE643A01035,
KALYANIFRG,BE,176,176,167.6,168.35,167.6,169.5,12,2035.4,31-JAN-2020,3,INE314G01014,
JUMPNET,EQ,53,54,52.5,53.8,53.5,53.5,1726104,92163958.85,29-JAN-2020,588,INE974C01022,
JUBILANT,EQ,601.2,615,596.45,602.65,605.95,603.35,174052,105412751,30-JAN-2020,6671,INE700A01033,
KAMATHOTEL,EQ,39.6,40,39.25,39.65,39.3,39.6,29249,1162155.65,31-JAN-2020,215,INE967C01018,
JUNIORBEES,EQ,300.15,303,300.15,302.17,301.5,300.54,68277,20645200.12,29-JAN-2020,3869,INF732E01045,
JUBLFOOD,EQ,1770,1839.95,1770,1832.45,1837.5,1748.9,3058635,5524560536.65,30-JAN-2020,85701,INE797F01012,
KAMDHENU,EQ,93.6,96.45,90,93.05,92.25,93.8,39970,3751919.1,31-JAN-2020,636,INE390H01012,
JUSTDIAL,EQ,596.5,603.7,587.5,596.35,593.1,591.25,1322169,787254045.6,29-JAN-2020,19427,INE599M01018,
JUBLINDS,BE,158.9,158.9,150,153.8,152.5,151.35,26686,4139539.3,30-JAN-2020,354,INE645L01011,
KANANIIND,BE,3.15,3.15,2.85,2.85,3.1,3,5464,15595.75,31-JAN-2020,21,INE879E01037,
JVLAGRO,BZ,0.45,0.5,0.45,0.45,0.5,0.45,158265,73155,29-JAN-2020,87,INE430G01026,
JUMPNET,EQ,55.25,55.25,51.6,53.75,53.95,53.8,1255167,66406943.35,30-JAN-2020,1167,INE974C01022,
KANORICHEM,EQ,42.75,42.75,41.25,41.6,41.75,42.4,12595,525948.9,31-JAN-2020,221,INE138C01024,
JYOTHYLAB,EQ,160,160.55,154,155.1,155,159.6,312899,49330098.75,29-JAN-2020,6661,INE668F01031,
JUNIORBEES,EQ,302.95,302.95,295.52,296.87,296.48,302.17,74353,22199276.07,30-JAN-2020,1838,INF732E01045,
KANSAINER,EQ,515.2,515.25,492.15,499.35,504.5,512,787559,393315186.55,31-JAN-2020,20230,INE531A01024,
KABRAEXTRU,EQ,71.2,75.45,71.2,74.1,75,71.2,12578,926751.25,29-JAN-2020,245,INE900B01029,
JUSTDIAL,EQ,591,600.95,578.05,581.7,579.95,596.35,1483071,875418356.25,30-JAN-2020,20823,INE599M01018,
KARDA,EQ,136.95,137.5,136.4,137.15,137.1,136.4,5230,716309.5,31-JAN-2020,529,INE278R01018,
KAJARIACER,EQ,574,582.9,568.55,578.9,578.25,573.05,474362,272554984.9,29-JAN-2020,9849,INE217B01036,
JVLAGRO,BZ,0.45,0.5,0.45,0.45,0.45,0.45,61383,29251.95,30-JAN-2020,39,INE430G01026,
KARMAENG,BE,14.5,14.5,13.3,14.25,14.25,13.95,97,1376.95,31-JAN-2020,3,INE725L01011,
KAKATCEM,EQ,236.7,239.75,222.5,233.35,233.3,235.8,46953,11050011.5,29-JAN-2020,1869,INE437B01014,
JYOTHYLAB,EQ,154,156,151,151.2,151.75,155.1,127620,19455347.4,30-JAN-2020,3647,INE668F01031,
KARURVYSYA,EQ,47.3,49.5,47.3,47.95,48.5,47.3,1087090,52594454,31-JAN-2020,7316,INE036D01028,
KALPATPOWR,EQ,455,455,447.9,451.5,454.9,450.65,21785,9854789.55,29-JAN-2020,1177,INE220B01022,
KABRAEXTRU,EQ,75.05,75.05,71.25,74.6,74.6,74.1,13976,1033651.55,30-JAN-2020,242,INE900B01029,
KAUSHALYA,BE,0.45,0.5,0.45,0.5,0.5,0.5,4957,2358.5,31-JAN-2020,10,INE234I01010,
KALYANIFRG,BE,165.1,169.9,165.1,169.9,169.9,170,70,11773.2,29-JAN-2020,5,INE314G01014,
KAJARIACER,EQ,572,579.5,572,576.9,578,578.9,130128,75039566.1,30-JAN-2020,7697,INE217B01036,
KAYA,EQ,378.85,378.85,344.05,352.2,350.1,370.7,27032,9571587.15,31-JAN-2020,1745,INE587G01015,
KAMATHOTEL,EQ,41.7,42.9,41.2,41.35,41.25,41.6,30936,1295840,29-JAN-2020,238,INE967C01018,
KAKATCEM,EQ,235,237,215.7,222.25,220.95,233.35,78007,17724026.25,30-JAN-2020,3747,INE437B01014,
KCP,EQ,65.15,65.85,63.75,64.15,64,64.6,59954,3849371.65,31-JAN-2020,509,INE805C01028,
KAMDHENU,EQ,94.55,96.25,92.5,93.5,93.05,94.4,10118,956358.7,29-JAN-2020,261,INE390H01012,
KALPATPOWR,EQ,455.7,455.75,434.5,435.85,436.9,451.5,37960,16733126.15,30-JAN-2020,2574,INE220B01022,
KCPSUGIND,EQ,15.35,15.35,14.25,14.95,15,14.95,98628,1469743.25,31-JAN-2020,368,INE790B01024,
KANANIIND,BE,2.85,3.15,2.85,3.15,3.15,3,188,538.8,29-JAN-2020,2,INE879E01037,
KALYANIFRG,BE,168,174.95,167,169.5,169.5,169.9,218,36919.45,30-JAN-2020,12,INE314G01014,
KDDL,EQ,294.5,317,280,302,317,284.5,5168,1527424.35,31-JAN-2020,239,INE291D01011,
KANORICHEM,EQ,44,44.4,43.05,43.55,43.15,43.75,22104,968474.35,29-JAN-2020,275,INE138C01024,
KAMATHOTEL,EQ,40.55,41.3,38.95,39.6,39.55,41.35,41183,1655559.8,30-JAN-2020,489,INE967C01018,
KEC,EQ,349.85,350,327.5,338.35,338.85,347.85,412115,139343308.2,31-JAN-2020,9940,INE389H01022,
KANSAINER,EQ,516.95,517,512,512.3,514,511.6,116555,59901749.4,29-JAN-2020,2116,INE531A01024,
KAMDHENU,EQ,95.5,95.5,92.55,93.8,94,93.5,8866,828984.05,30-JAN-2020,307,INE390H01012,
KECL,EQ,18,18.7,17.55,17.95,17.8,18.1,86412,1550204.7,31-JAN-2020,569,INE134B01017,
KARDA,EQ,135.5,136.95,135,136.9,136.8,135.65,2270,309650.25,29-JAN-2020,69,INE278R01018,
KANANIIND,BE,3.3,3.3,3,3,3.3,3.15,2329,7289.7,30-JAN-2020,11,INE879E01037,
KEI,EQ,555.15,574,555.15,566.85,565.7,558.45,391707,222380449.6,31-JAN-2020,12079,INE878B01027,
KARMAENG,BE,14,14.4,13.3,13.3,13.3,14,885,12131.6,29-JAN-2020,8,INE725L01011,
KANORICHEM,EQ,43.35,43.35,42.25,42.4,42.3,43.55,12757,545728.35,30-JAN-2020,251,INE138C01024,
KELLTONTEC,EQ,16.5,18.4,16.5,18.4,18.4,16.75,480251,8472542.95,31-JAN-2020,803,INE164B01022,
KARURVYSYA,EQ,52,52.25,49.2,49.55,49.45,51.8,1183822,59515218.45,29-JAN-2020,6859,INE036D01028,
KANSAINER,EQ,515.45,516.4,503,512,515,512.3,713268,364946862.75,30-JAN-2020,5276,INE531A01024,
KENNAMET,EQ,1045,1071,1035.1,1045.8,1071,1037.75,1687,1763189.65,31-JAN-2020,272,INE717A01029,
KAUSHALYA,BE,0.45,0.5,0.45,0.45,0.5,0.5,12604,5742,29-JAN-2020,11,INE234I01010,
KAPSTON,SM,81,102,81,102,102,111,2800,256200,30-JAN-2020,2,INE542Z01010,
KERNEX,BE,18,19,18,18.5,18.5,18.2,4589,86230.2,31-JAN-2020,50,INE202H01019,
KAVVERITEL,BE,1.9,1.9,1.9,1.9,1.9,1.9,1101,2091.9,29-JAN-2020,7,INE641C01019,
KARDA,EQ,136.9,136.95,135.25,136.4,136.9,136.9,4911,670294.55,30-JAN-2020,69,INE278R01018,
KESORAMIND,EQ,53.6,54.25,53,53.15,53.05,53.8,64158,3427783.75,31-JAN-2020,568,INE087A01019,
KAYA,EQ,408.15,423.9,391.5,398.7,394,406.5,16192,6614530.2,29-JAN-2020,1689,INE587G01015,
KARMAENG,BE,13.95,13.95,13.9,13.95,13.95,13.3,550,7672.45,30-JAN-2020,11,INE725L01011,
KEYFINSERV,EQ,40.2,40.2,40.1,40.2,40.2,38.3,2408,96789.3,31-JAN-2020,72,INE681C01015,
KCP,EQ,69.2,69.25,66.1,66.95,67.35,67.35,34223,2292659.65,29-JAN-2020,356,INE805C01028,
KARURVYSYA,EQ,49.45,49.45,45.75,47.3,47.45,49.55,2272329,106475951.25,30-JAN-2020,17965,INE036D01028,
KGL,BZ,0.35,0.35,0.25,0.25,0.3,0.3,478534,152008.1,31-JAN-2020,73,INE299C01024,
KCPSUGIND,EQ,15.75,16.1,15.3,15.5,15.5,15.45,144000,2244873.5,29-JAN-2020,630,INE790B01024,
KAUSHALYA,BE,0.5,0.5,0.4,0.5,0.5,0.45,21281,9187.5,30-JAN-2020,15,INE234I01010,
KHADIM,EQ,172.2,174.15,166,167.65,167.85,171.8,37494,6381067.75,31-JAN-2020,914,INE834I01025,
KDDL,EQ,294.8,294.8,271.7,277.1,281.9,289.7,6331,1778386.8,29-JAN-2020,362,INE291D01011,
KAVVERITEL,BE,1.95,1.95,1.9,1.9,1.9,1.9,1012,1972.8,30-JAN-2020,3,INE641C01019,
KHAITANLTD,BE,20,20.25,19.95,20.1,20.1,20,940,18847.75,31-JAN-2020,10,INE731C01018,
KEC,EQ,340.6,347.95,338.15,344.9,344.9,338.3,449382,154837065.9,29-JAN-2020,15552,INE389H01022,
KAYA,EQ,392,394,368.2,370.7,368.2,398.7,26473,10038305.25,30-JAN-2020,1387,INE587G01015,
KHFM,SM,31.4,34.35,31.4,34.35,34.35,31.5,6000,197250,31-JAN-2020,2,INE00UG01014,
KECL,EQ,18.75,18.8,18.2,18.8,18.8,17.95,284045,5305431.8,29-JAN-2020,967,INE134B01017,
KCP,EQ,66.8,66.8,64.1,64.6,65.2,66.95,75386,4923318.3,30-JAN-2020,939,INE805C01028,
KICL,EQ,1753,1753,1717.35,1743.85,1746.45,1720.2,161,279413.05,31-JAN-2020,69,INE029L01018,
KEI,EQ,579.45,579.9,554.5,562.35,563.2,574.95,376038,211787662.75,29-JAN-2020,17749,INE878B01027,
KCPSUGIND,EQ,15.4,15.6,14.85,14.95,14.95,15.5,77340,1167430.75,30-JAN-2020,314,INE790B01024,
KILITCH,EQ,121,123,119.4,120.55,120.25,119.05,9979,1206021.55,31-JAN-2020,490,INE729D01010,
KELLTONTEC,EQ,19.4,19.4,17.25,17.5,17.4,18.25,273241,4994114.95,29-JAN-2020,1085,INE164B01022,
KDDL,EQ,277.85,285.95,276.15,284.5,285.95,277.1,1563,440716,30-JAN-2020,228,INE291D01011,
KINGFA,EQ,635,650,635,647.85,636.1,641.2,1062,684453.15,31-JAN-2020,92,INE473D01015,
KENNAMET,EQ,1081.95,1082,1045.85,1061.3,1065,1065.85,1378,1459747.35,29-JAN-2020,167,INE717A01029,
KEC,EQ,345,349,337.5,347.85,347.05,344.9,216682,74530173.5,30-JAN-2020,5184,INE389H01022,
KIOCL,EQ,120.4,120.4,116.35,116.85,117,119.45,11682,1379630.6,31-JAN-2020,313,INE880L01014,
KERNEX,BE,19,19,18.05,18.5,18.5,18.5,10100,189670.45,29-JAN-2020,60,INE202H01019,
KECL,EQ,19.7,19.7,17.9,18.1,18.1,18.8,233219,4342747.1,30-JAN-2020,916,INE134B01017,
KIRIINDUS,EQ,378.9,387,370.1,382.95,383,377.3,107727,40838326.7,31-JAN-2020,2716,INE415I01015,
KESORAMIND,EQ,54.9,55.45,54.4,54.6,54.55,54.65,72275,3963787.65,29-JAN-2020,799,INE087A01019,
KEI,EQ,560,564.5,551.7,558.45,557.7,562.35,204378,113833256.95,30-JAN-2020,8905,INE878B01027,
KIRLFER,EQ,74.2,74.2,72,74,74.1,74.6,23037,1689182.05,31-JAN-2020,339,INE884B01025,
KEYFINSERV,EQ,36.5,36.5,36.5,36.5,36.5,34.8,55,2007.5,29-JAN-2020,2,INE681C01015,
KELLTONTEC,EQ,18.5,18.5,16.5,16.75,16.5,17.5,64689,1108714.25,30-JAN-2020,279,INE164B01022,
KIRLOSBROS,EQ,145.8,152.2,142.5,147.2,147.95,145.05,24267,3573455.9,31-JAN-2020,1440,INE732A01036,
KGL,BZ,0.35,0.35,0.25,0.3,0.3,0.3,235884,61464.25,29-JAN-2020,58,INE299C01024,
KENNAMET,EQ,1054.1,1068.15,1035.1,1037.75,1035.1,1061.3,1697,1779971.8,30-JAN-2020,209,INE717A01029,
KIRLOSENG,EQ,147.45,151.05,144,146.75,147,147.55,40495,5977797.05,31-JAN-2020,1004,INE146L01010,
KHADIM,EQ,173.6,174.7,170.7,171.6,171.8,172.35,42323,7311081.7,29-JAN-2020,1795,INE834I01025,
KERNEX,BE,18,18.95,18,18.2,18.2,18.5,8972,168401.75,30-JAN-2020,66,INE202H01019,
KIRLOSIND,EQ,672,676.95,631.6,644.35,631.6,645.3,2039,1341623.55,31-JAN-2020,199,INE250A01039,
KHAITANLTD,BE,20.55,20.55,19.55,20.25,20.25,20.55,300,6117.75,29-JAN-2020,7,INE731C01018,
KESORAMIND,EQ,54.6,54.9,53.2,53.8,53.8,54.6,66882,3622183,30-JAN-2020,674,INE087A01019,
KITEX,EQ,121.45,121.75,118,119.4,119.1,118.6,54943,6580221.4,31-JAN-2020,827,INE602G01020,
KHFM,SM,31,31,31,31,31,32,6000,186000,29-JAN-2020,2,INE00UG01014,
KEYFINSERV,EQ,38.3,38.3,38.3,38.3,38.3,36.5,191,7315.3,30-JAN-2020,6,INE681C01015,
KKCL,EQ,995,1005,980,1000.2,985.2,989.95,539,536196.35,31-JAN-2020,287,INE401H01017,
KICL,EQ,1783,1783,1750,1756.5,1760,1784.55,581,1022538.7,29-JAN-2020,181,INE029L01018,
KGL,BZ,0.25,0.35,0.25,0.3,0.3,0.3,113147,32395.35,30-JAN-2020,41,INE299C01024,
KMSUGAR,EQ,8.45,8.8,8.45,8.6,8.55,8.65,50848,435923.95,31-JAN-2020,100,INE157H01023,
KILITCH,EQ,125.1,125.1,123,123.35,123,124.85,5886,728863.45,29-JAN-2020,165,INE729D01010,
KHADIM,EQ,171.8,174.85,169.9,171.8,172,171.6,42711,7362207.15,30-JAN-2020,1090,INE834I01025,
KNRCON,EQ,309.4,311.75,299.35,301.25,303.8,304.65,266694,81548174.2,31-JAN-2020,6484,INE634I01029,
KINGFA,EQ,680.7,684.2,662.45,664.2,664,680.7,1697,1133671.7,29-JAN-2020,141,INE473D01015,
KHAITANLTD,BE,19.25,20.05,19.25,20,20,20.25,35,699.45,30-JAN-2020,4,INE731C01018,
KOHINOOR,BE,9.1,9.1,8.7,8.75,8.8,8.85,10557,92965.1,31-JAN-2020,43,INE080B01012,
KIOCL,EQ,122.8,126.95,119.35,122.9,122.7,119.4,33450,4124864.85,29-JAN-2020,1212,INE880L01014,
KHFM,SM,31.45,31.6,31.45,31.5,31.6,31,12000,378150,30-JAN-2020,4,INE00UG01014,
KOKUYOCMLN,EQ,80,80,76.25,76.7,76.75,78.65,35884,2787129.55,31-JAN-2020,368,INE760A01029,
KIRIINDUS,EQ,388,392,385,386.65,386.3,385.4,59873,23245750.7,29-JAN-2020,1854,INE415I01015,
KICL,EQ,1764,1764,1717,1720.2,1717,1756.5,498,871996.2,30-JAN-2020,184,INE029L01018,
KOLTEPATIL,EQ,266.5,270.5,261.1,265.7,265,263.45,101056,26981743.2,31-JAN-2020,3008,INE094I01018,
KIRLFER,EQ,72.65,75.2,72.3,74.7,74.95,73.9,34548,2544009.05,29-JAN-2020,3432,INE884B01025,
KILITCH,EQ,122,124.9,116.7,119.05,118.75,123.35,11503,1388228,30-JAN-2020,789,INE729D01010,
KOPRAN,EQ,35,35.3,33.55,34.15,34.35,34.85,155691,5314805.55,31-JAN-2020,1538,INE082A01010,
KIRLOSBROS,EQ,151.55,151.6,146,146.9,147,147.65,7968,1181947.6,29-JAN-2020,356,INE732A01036,
KINGFA,EQ,662,677.95,635,641.2,640,664.2,3336,2160150.05,30-JAN-2020,226,INE473D01015,
KOTAKBANK,EQ,1709.65,1729,1683.15,1691.75,1688.65,1628.25,9495046,16127835181.15,31-JAN-2020,253091,INE237A01028,
KIRLOSENG,EQ,152.5,156.35,150.65,151.55,150.75,152.4,40589,6210918,29-JAN-2020,711,INE146L01010,
KIOCL,EQ,123,124,119.1,119.45,119.1,122.9,9998,1210348.65,30-JAN-2020,328,INE880L01014,
KOTAKBKETF,EQ,321.3,321.3,315,317.49,317.18,315.21,276342,87795752.99,31-JAN-2020,1497,INF174K01F59,
KIRLOSIND,EQ,678,690,662,666.45,663.05,670.8,1160,774621.5,29-JAN-2020,297,INE250A01039,
KIRIINDUS,EQ,388.6,390.1,371.7,377.3,376.2,386.65,101728,38826682.55,30-JAN-2020,2630,INE415I01015,
KOTAKGOLD,EQ,361.5,361.75,358.2,359.05,359,361.3,18272,6572724.15,31-JAN-2020,573,INF373I01049,
KITEX,EQ,125.35,127,122.2,122.85,122.4,125.35,94182,11707764.05,29-JAN-2020,1126,INE602G01020,
KIRLFER,EQ,74,74.9,72.1,74.6,74.9,74.7,46954,3489662.95,30-JAN-2020,662,INE884B01025,
KOTAKNIFTY,EQ,125.5,125.54,123.99,124,124.21,125.36,117186,14589692.86,31-JAN-2020,1304,INF174K014P6,
KKCL,EQ,1012,1099,960,996.55,1000,1032.45,2488,2497485.2,29-JAN-2020,128,INE401H01017,
KIRLOSBROS,EQ,147.55,148.45,142.1,145.05,145.45,146.9,17976,2612166.85,30-JAN-2020,800,INE732A01036,
KOTAKNV20,EQ,59,59,57,57.44,57.5,59,19728,1136831.56,31-JAN-2020,227,INF174K01Z71,
KMSUGAR,EQ,8.8,8.95,8.5,8.75,8.85,8.65,90508,794153.55,29-JAN-2020,188,INE157H01023,
KIRLOSENG,EQ,151.55,152,146.8,147.55,147.9,151.55,19955,2967475.9,30-JAN-2020,677,INE146L01010,
KOTAKPSUBK,EQ,234,235.5,230.01,234.03,235.5,233.35,4213,983365.69,31-JAN-2020,102,INF373I01023,
KNRCON,EQ,291.75,302.5,291.6,297.7,298,291.8,187729,55930991.45,29-JAN-2020,5748,INE634I01029,
KIRLOSIND,EQ,677.95,687.25,603.8,645.3,672,666.45,3269,2137997.35,30-JAN-2020,628,INE250A01039,
KOTARISUG,EQ,13.5,13.8,12.85,13.1,13.1,13.25,65556,868939.25,31-JAN-2020,241,INE419A01022,
KOHINOOR,BE,9.25,9.25,8.8,8.9,9.1,8.85,9923,89204.75,29-JAN-2020,56,INE080B01012,
KITEX,EQ,123.9,124.85,117.85,118.6,118.9,122.85,107676,12878590.6,30-JAN-2020,1490,INE602G01020,
KOTHARIPET,EQ,17.8,18.4,17.2,17.35,17.25,17.9,8801,153731.3,31-JAN-2020,73,INE720A01015,
KOKUYOCMLN,EQ,83.5,84.85,80.1,80.85,81.35,83.55,93562,7669699.2,29-JAN-2020,871,INE760A01029,
KKCL,EQ,990.1,1000,977.2,989.95,988,996.55,1010,1002470.25,30-JAN-2020,261,INE401H01017,
KOTHARIPRO,EQ,76.2,78.25,75.2,75.35,75.3,77.4,7855,599885.05,31-JAN-2020,187,INE823A01017,
KOLTEPATIL,EQ,258.9,262.9,254.2,260.2,260.5,253,32344,8384141.1,29-JAN-2020,1199,INE094I01018,
KMSUGAR,EQ,8.9,8.9,8.6,8.65,8.7,8.75,53446,465366.55,30-JAN-2020,192,INE157H01023,
KPITTECH,EQ,101.9,102,98.1,99.45,98.65,99.7,298722,29694416.7,31-JAN-2020,4642,INE04I401011,
KOPRAN,EQ,35.75,36,34.5,34.75,34.55,35.4,82128,2900360.2,29-JAN-2020,810,INE082A01010,
KNRCON,EQ,299.25,311.8,299.25,304.65,305,297.7,532697,162532368.3,30-JAN-2020,14562,INE634I01029,
KPRMILL,EQ,680.15,691.9,678.05,680.9,678.05,685.35,20598,14105305.5,31-JAN-2020,390,INE930H01023,
KOTAKBANK,EQ,1633,1646.2,1623.05,1640.45,1639.55,1626.05,2227493,3647920414.25,29-JAN-2020,62207,INE237A01028,
KOHINOOR,BE,9.25,9.3,8.7,8.85,9.1,8.9,25614,226183.55,30-JAN-2020,121,INE080B01012,
KRBL,EQ,267.35,270.95,261.2,264.65,265,265.05,269972,71595960.45,31-JAN-2020,5172,INE001B01026,
KOTAKBKETF,EQ,321,321,316.25,316.63,317.48,315.8,37727,11952183.42,29-JAN-2020,275,INF174K01F59,
KOKUYOCMLN,EQ,82.5,82.5,78.1,78.65,78.65,80.85,48525,3858163.65,30-JAN-2020,539,INE760A01029,
KREBSBIO,EQ,90,92,89.5,90.1,90.1,89.85,3436,309182,31-JAN-2020,7,INE268B01013,
KOTAKGOLD,EQ,355.45,359,354.5,357.6,359,358.95,7909,2815970.1,29-JAN-2020,658,INF373I01049,
KOLTEPATIL,EQ,262,272.25,260.95,263.45,262.2,260.2,114503,30501363.15,30-JAN-2020,3299,INE094I01018,
